year,region,10_12_public_science_humanities,10_12_public_technology,10_12_public_artistic,10_12_public_professional_CP,10_12_public_professional_AC,10_12_public_education,10_12_public_vocational,10_12_private_science_humanities,10_12_private_technology,10_12_private_artistic,10_12_private_professional_CP,10_12_private_professional_AC,10_12_private_education,10_12_private_vocational
2002 / 2003,Vila Nova da Barquinha,98.0,,,,,,,0.0,,,,,,
2002 / 2003,Beiras e Serra da Estrela,5483.0,1109.0,,71.0,,,,417.0,0.0,,993.0,,,
2002 / 2003,Almeida,244.0,,,,,,,0.0,,,,,,
2002 / 2003,Belmonte,167.0,,,71.0,,,,0.0,,,0.0,,,
2002 / 2003,Celorico da Beira,118.0,,,,,,,0.0,,,,,,
2002 / 2003,Covilhã,1018.0,312.0,,,,,,209.0,0.0,,,,,
2002 / 2003,Figueira de Castelo Rodrigo,174.0,,,,,,,0.0,,,,,,
2002 / 2003,Fornos de Algodres,149.0,40.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Fundão,530.0,229.0,,,,,,65.0,0.0,,,,,
2002 / 2003,Gouveia,291.0,85.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Guarda,1357.0,206.0,,,,,,4.0,0.0,,,,,
2002 / 2003,Manteigas,,,,,,,,,,,,,,
2002 / 2003,Mêda,115.0,,,,,,,0.0,,,,,,
2002 / 2003,Pinhel,237.0,16.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Sabugal,263.0,,,,,,,0.0,,,,,,
2002 / 2003,Seia,557.0,221.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Trancoso,263.0,,,,,,,0.0,,,,,,
2002 / 2003,Área Metropolitana de Lisboa,51341.0,13486.0,872.0,274.0,,,,5461.0,90.0,0.0,6472.0,,,
2002 / 2003,Área Metropolitana de Lisboa,51341.0,13486.0,872.0,274.0,,,,5461.0,90.0,0.0,6472.0,,,
2002 / 2003,Alcochete,182.0,43.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Almada,3770.0,1184.0,,,,,,91.0,0.0,,,,,
2002 / 2003,Amadora,2825.0,881.0,,,,,,114.0,0.0,,,,,
2002 / 2003,Barreiro,2263.0,723.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Cascais,3015.0,774.0,,,,,,1345.0,0.0,,,,,
2002 / 2003,Lisboa,11019.0,2913.0,872.0,,,,,3360.0,0.0,0.0,,,,
2002 / 2003,Loures,3133.0,666.0,,,,,,202.0,90.0,,,,,
2002 / 2003,Mafra,766.0,290.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Moita,882.0,310.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Montijo,664.0,241.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Odivelas,3142.0,748.0,,264.0,,,,139.0,0.0,,0.0,,,
2002 / 2003,Oeiras,3559.0,759.0,,10.0,,,,0.0,0.0,,433.0,,,
2002 / 2003,Palmela,731.0,92.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Seixal,2827.0,533.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Sesimbra,1132.0,67.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Setúbal,2656.0,759.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Sintra,6495.0,1358.0,,,,,,210.0,0.0,,,,,
2002 / 2003,Vila Franca de Xira,2280.0,1145.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Alentejo,14962.0,2635.0,,344.0,,,,241.0,50.0,,3169.0,,,
2002 / 2003,Alentejo Litoral,1787.0,347.0,,80.0,,,,154.0,50.0,,445.0,,,
2002 / 2003,Alcácer do Sal,244.0,67.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Grândola,208.0,59.0,,80.0,,,,0.0,0.0,,0.0,,,
2002 / 2003,Odemira,466.0,41.0,,,,,,154.0,50.0,,,,,
2002 / 2003,Santiago do Cacém,540.0,149.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Sines,329.0,31.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Baixo Alentejo,2667.0,373.0,,150.0,,,,0.0,0.0,,572.0,,,
2002 / 2003,Aljustrel,216.0,40.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Almodôvar,149.0,20.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Alvito,,,,,,,,,,,,,,
2002 / 2003,Barrancos,,,,,,,,,,,,,,
2002 / 2003,Beja,1148.0,215.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Castro Verde,211.0,,,,,,,0.0,,,,,,
2002 / 2003,Cuba,,,,,,,,,,,,,,
2002 / 2003,Ferreira do Alentejo,92.0,,,,,,,0.0,,,,,,
2002 / 2003,Mértola,180.0,,,,,,,0.0,,,,,,
2002 / 2003,Moura,305.0,62.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Ourique,102.0,,,,,,,0.0,,,,,,
2002 / 2003,Serpa,264.0,36.0,,150.0,,,,0.0,0.0,,0.0,,,
2002 / 2003,Vidigueira,,,,,,,,,,,,,,
2002 / 2003,Lezíria do Tejo,4459.0,909.0,,,,,,22.0,0.0,,,,,
2002 / 2003,Almeirim,650.0,,,,,,,0.0,,,,,,
2002 / 2003,Alpiarça,134.0,,,,,,,0.0,,,,,,
2002 / 2003,Azambuja,240.0,57.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Benavente,339.0,81.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Cartaxo,523.0,169.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Chamusca,137.0,65.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Coruche,286.0,7.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Golegã,96.0,,,,,,,0.0,,,,,,
2002 / 2003,Rio Maior,371.0,178.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Salvaterra de Magos,453.0,43.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Santarém,1230.0,309.0,,,,,,22.0,0.0,,,,,
2002 / 2003,Alto Alentejo,2255.0,467.0,,114.0,,,,65.0,0.0,,599.0,,,
2002 / 2003,Alter do Chão,78.0,,,114.0,,,,0.0,,,0.0,,,
2002 / 2003,Arronches,,,,,,,,,,,,,,
2002 / 2003,Avis,,,,,,,,,,,,,,
2002 / 2003,Campo Maior,169.0,,,,,,,0.0,,,,,,
2002 / 2003,Castelo de Vide,,,,,,,,,,,,,,
2002 / 2003,Crato,,,,,,,,,,,,,,
2002 / 2003,Elvas,632.0,136.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Fronteira,,,,,,,,,,,,,,
2002 / 2003,Gavião,,,,,,,,,,,,,,
2002 / 2003,Marvão,,,,,,,,,,,,,,
2002 / 2003,Monforte,,,,,,,,,,,,,,
2002 / 2003,Nisa,95.0,,,,,,,0.0,,,,,,
2002 / 2003,Ponte de Sor,368.0,109.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Portalegre,913.0,222.0,,,,,,41.0,0.0,,,,,
2002 / 2003,Sousel,,,,,,,,,,,,,,
2002 / 2003,Alentejo Central,3794.0,539.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Alandroal,,,,,,,,,,,,,,
2002 / 2003,Arraiolos,132.0,24.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Borba,,,,,,,,,,,,,,
2002 / 2003,Estremoz,470.0,74.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Évora,1387.0,340.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Montemor-o-Novo,279.0,85.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Mora,114.0,,,,,,,0.0,,,,,,
2002 / 2003,Mourão,,,,,,,,,,,,,,
2002 / 2003,Portel,,,,,,,,,,,,,,
2002 / 2003,Redondo,121.0,,,,,,,0.0,,,,,,
2002 / 2003,Reguengos de Monsaraz,290.0,13.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vendas Novas,370.0,3.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Viana do Alentejo,184.0,,,,,,,0.0,,,,,,
2002 / 2003,Vila Viçosa,447.0,,,,,,,0.0,,,,,,
2002 / 2003,Algarve,8365.0,2922.0,,,,,,157.0,0.0,,,,,
2002 / 2003,Algarve,8365.0,2922.0,,,,,,157.0,0.0,,,,,
2002 / 2003,Albufeira,649.0,140.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Alcoutim,,,,,,,,,,,,,,
2002 / 2003,Aljezur,,,,,,,,,,,,,,
2002 / 2003,Castro Marim,,,,,,,,,,,,,,
2002 / 2003,Faro,1661.0,442.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Lagoa,248.0,45.0,,,,,,66.0,0.0,,,,,
2002 / 2003,Lagos,627.0,347.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Loulé,1277.0,356.0,,,,,,91.0,0.0,,,,,
2002 / 2003,Monchique,,,,,,,,,,,,,,
2002 / 2003,Olhão,810.0,225.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Portimão,1315.0,700.0,,,,,,0.0,0.0,,,,,
2002 / 2003,São Brás de Alportel,205.0,,,,,,,0.0,,,,,,
2002 / 2003,Silves,477.0,291.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Tavira,495.0,222.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Vila do Bispo,,,,,,,,,,,,,,
2002 / 2003,Vila Real de Santo António,601.0,154.0,,,,,,0.0,0.0,,,,,
2002 / 2003,Região Autónoma dos Açores,,,,,,,,,,,,,,
2002 / 2003,Região Autónoma dos Açores,,,,,,,,,,,,,,
2002 / 2003,Região Autónoma dos Açores,,,,,,,,,,,,,,
2002 / 2003,Angra do Heroísmo,,,,,,,,,,,,,,
2002 / 2003,Calheta,,,,,,,,,,,,,,
2002 / 2003,Corvo,,,,,,,,,,,,,,
2002 / 2003,Horta,,,,,,,,,,,,,,
2002 / 2003,Lagoa,,,,,,,,,,,,,,
2002 / 2003,Lajes das Flores,,,,,,,,,,,,,,
2002 / 2003,Lajes do Pico,,,,,,,,,,,,,,
2002 / 2003,Madalena,,,,,,,,,,,,,,
2002 / 2003,Nordeste,,,,,,,,,,,,,,
2002 / 2003,Ponta Delgada,,,,,,,,,,,,,,
2002 / 2003,Povoação,,,,,,,,,,,,,,
2002 / 2003,Ribeira Grande,,,,,,,,,,,,,,
2002 / 2003,Santa Cruz da Graciosa,,,,,,,,,,,,,,
2002 / 2003,Santa Cruz das Flores,,,,,,,,,,,,,,
2002 / 2003,São Roque do Pico,,,,,,,,,,,,,,
2002 / 2003,Velas,,,,,,,,,,,,,,
2002 / 2003,Vila da Praia da Vitória,,,,,,,,,,,,,,
2002 / 2003,Vila do Porto,,,,,,,,,,,,,,
2002 / 2003,Vila Franca do Campo,,,,,,,,,,,,,,
2002 / 2003,Região Autónoma da Madeira,,,,,,,,,,,,,,
2002 / 2003,Região Autónoma da Madeira,,,,,,,,,,,,,,
2002 / 2003,Região Autónoma da Madeira,,,,,,,,,,,,,,
2002 / 2003,Calheta,,,,,,,,,,,,,,
2002 / 2003,Câmara de Lobos,,,,,,,,,,,,,,
2002 / 2003,Funchal,,,,,,,,,,,,,,
2002 / 2003,Machico,,,,,,,,,,,,,,
2002 / 2003,Ponta do Sol,,,,,,,,,,,,,,
2002 / 2003,Porto Moniz,,,,,,,,,,,,,,
2002 / 2003,Porto Santo,,,,,,,,,,,,,,
2002 / 2003,Ribeira Brava,,,,,,,,,,,,,,
2002 / 2003,Santa Cruz,,,,,,,,,,,,,,
2002 / 2003,Santana,,,,,,,,,,,,,,
2002 / 2003,São Vicente,,,,,,,,,,,,,,
2001 / 2002,Portugal,202846.0,52420.0,1497.0,2877.0,,,,21231.0,5844.0,89.0,30922.0,,,
2001 / 2002,Continente,190443.0,50569.0,1497.0,2244.0,,,,20541.0,5666.0,89.0,29174.0,,,
2001 / 2002,Norte,63588.0,16616.0,586.0,854.0,,,,8571.0,4034.0,89.0,10227.0,,,
2001 / 2002,Alto Minho,4962.0,1165.0,,105.0,,,,387.0,201.0,,1412.0,,,
2001 / 2002,Arcos de Valdevez,269.0,202.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Caminha,232.0,,,,,,,312.0,,,,,,
2001 / 2002,Melgaço,236.0,,,,,,,0.0,,,,,,
2001 / 2002,Monção,490.0,333.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Paredes de Coura,136.0,,,,,,,0.0,,,,,,
2001 / 2002,Ponte da Barca,271.0,,,,,,,0.0,,,,,,
2001 / 2002,Ponte de Lima,585.0,161.0,,105.0,,,,0.0,0.0,,0.0,,,
2001 / 2002,Valença,272.0,37.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Viana do Castelo,2331.0,432.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Nova de Cerveira,140.0,,,,,,,75.0,,,,,,
2001 / 2002,Cávado,7882.0,2353.0,,,,,,850.0,110.0,,,,,
2001 / 2002,Amares,403.0,105.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Barcelos,1601.0,584.0,,,,,,252.0,0.0,,,,,
2001 / 2002,Braga,4614.0,1246.0,,,,,,598.0,110.0,,,,,
2001 / 2002,Esposende,547.0,90.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Terras de Bouro,121.0,,,,,,,0.0,,,,,,
2001 / 2002,Vila Verde,596.0,328.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Ave,6533.0,2230.0,,,,,,1373.0,154.0,,,,,
2001 / 2002,Cabeceiras de Basto,,,,,,,,,,,,,,
2001 / 2002,Fafe,1001.0,91.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Guimarães,2573.0,1021.0,,,,,,133.0,0.0,,,,,
2001 / 2002,Mondim de Basto,233.0,,,,,,,0.0,,,,,,
2001 / 2002,Póvoa de Lanhoso,406.0,136.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vieira do Minho,293.0,68.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Nova de Famalicão,1636.0,700.0,,,,,,790.0,154.0,,,,,
2001 / 2002,Vizela,391.0,214.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Área Metropolitana do Porto,27277.0,7787.0,586.0,164.0,,,,4905.0,2645.0,89.0,4343.0,,,
2001 / 2002,Arouca,445.0,62.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Espinho,899.0,366.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Gondomar,2050.0,471.0,,,,,,422.0,0.0,,,,,
2001 / 2002,Maia,1799.0,404.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Matosinhos,2980.0,514.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Oliveira de Azeméis,780.0,514.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Paredes,1188.0,203.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Porto,5439.0,1504.0,586.0,36.0,,,,2812.0,88.0,89.0,2331.0,,,
2001 / 2002,Póvoa de Varzim,1226.0,551.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Santa Maria da Feira,1029.0,392.0,,,,,,1025.0,231.0,,,,,
2001 / 2002,Santo Tirso,1096.0,487.0,,128.0,,,,315.0,247.0,,314.0,,,
2001 / 2002,São João da Madeira,1126.0,540.0,,,,,,55.0,13.0,,,,,
2001 / 2002,Trofa,529.0,110.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vale de Cambra,495.0,207.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Valongo,1682.0,435.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila do Conde,1041.0,343.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Nova de Gaia,3473.0,684.0,,,,,,276.0,2066.0,,,,,
2001 / 2002,Alto Tâmega,2384.0,417.0,,,,,,0.0,25.0,,,,,
2001 / 2002,Boticas,,,,,,,,,,,,,,
2001 / 2002,Chaves,1272.0,347.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Montalegre,209.0,,,,,,,0.0,,,,,,
2001 / 2002,Ribeira de Pena,153.0,,,,,,,0.0,,,,,,
2001 / 2002,Valpaços,410.0,31.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Pouca de Aguiar,340.0,39.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Tâmega e Sousa,5590.0,1665.0,,318.0,,,,743.0,817.0,,612.0,,,
2001 / 2002,Amarante,592.0,324.0,,,,,,613.0,545.0,,,,,
2001 / 2002,Baião,287.0,,,,,,,0.0,,,,,,
2001 / 2002,Castelo de Paiva,298.0,53.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Celorico de Basto,344.0,,,149.0,,,,0.0,,,0.0,,,
2001 / 2002,Cinfães,311.0,110.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Felgueiras,856.0,175.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Lousada,520.0,132.0,,,,,,0.0,272.0,,,,,
2001 / 2002,Marco de Canaveses,602.0,297.0,,169.0,,,,0.0,0.0,,19.0,,,
2001 / 2002,Paços de Ferreira,588.0,85.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Penafiel,1036.0,456.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Resende,156.0,33.0,,,,,,130.0,0.0,,,,,
2001 / 2002,Douro,5258.0,775.0,,168.0,,,,139.0,82.0,,976.0,,,
2001 / 2002,Alijó,265.0,,,,,,,0.0,,,,,,
2001 / 2002,Armamar,,,,,,,,,,,,,,
2001 / 2002,Carrazeda de Ansiães,152.0,20.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Freixo de Espada à Cinta,,,,,,,,,,,,,,
2001 / 2002,Lamego,775.0,128.0,,,,,,89.0,82.0,,,,,
2001 / 2002,Mesão Frio,144.0,,,,,,,0.0,,,,,,
2001 / 2002,Moimenta da Beira,354.0,147.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Murça,160.0,,,,,,,0.0,,,,,,
2001 / 2002,Penedono,,,,,,,,,,,,,,
2001 / 2002,Peso da Régua,708.0,102.0,,168.0,,,,0.0,0.0,,0.0,,,
2001 / 2002,Sabrosa,129.0,,,,,,,0.0,,,,,,
2001 / 2002,Santa Marta de Penaguião,,,,,,,,,,,,,,
2001 / 2002,São João da Pesqueira,118.0,,,,,,,0.0,,,,,,
2001 / 2002,Sernancelhe,,,,,,,,,,,,,,
2001 / 2002,Tabuaço,121.0,,,,,,,0.0,,,,,,
2001 / 2002,Tarouca,121.0,32.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Torre de Moncorvo,269.0,,,,,,,0.0,,,,,,
2001 / 2002,Vila Nova de Foz Côa,183.0,37.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Real,1759.0,309.0,,,,,,50.0,0.0,,,,,
2001 / 2002,Terras de Trás-os-Montes,3702.0,224.0,,99.0,,,,174.0,0.0,,202.0,,,
2001 / 2002,Alfândega da Fé,142.0,,,,,,,0.0,,,,,,
2001 / 2002,Bragança,1400.0,149.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Macedo de Cavaleiros,435.0,,,,,,,0.0,,,,,,
2001 / 2002,Miranda do Douro,235.0,,,,,,,0.0,,,,,,
2001 / 2002,Mirandela,676.0,75.0,,99.0,,,,174.0,0.0,,41.0,,,
2001 / 2002,Mogadouro,345.0,,,,,,,0.0,,,,,,
2001 / 2002,Vila Flor,190.0,,,,,,,0.0,,,,,,
2001 / 2002,Vimioso,,,,,,,,,,,,,,
2001 / 2002,Vinhais,279.0,,,,,,,0.0,,,,,,
2001 / 2002,Centro,48238.0,13599.0,,798.0,,,,6032.0,1497.0,,8369.0,,,
2001 / 2002,Oeste,5277.0,2500.0,,319.0,,,,1152.0,496.0,,463.0,,,
2001 / 2002,Alcobaça,723.0,261.0,,67.0,,,,390.0,177.0,,0.0,,,
2001 / 2002,Alenquer,545.0,182.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Arruda dos Vinhos,,,,,,,,,,,,,,
2001 / 2002,Bombarral,171.0,81.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Cadaval,236.0,58.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Caldas da Rainha,1217.0,583.0,,252.0,,,,0.0,0.0,,174.0,,,
2001 / 2002,Lourinhã,470.0,39.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Nazaré,,,,,,,,,,,,,,
2001 / 2002,Óbidos,,,,,,,,,,,,,,
2001 / 2002,Peniche,566.0,266.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Sobral de Monte Agraço,105.0,63.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Torres Vedras,1244.0,967.0,,,,,,284.0,92.0,,,,,
2001 / 2002,Região de Aveiro,6859.0,2500.0,,126.0,,,,1095.0,196.0,,490.0,,,
2001 / 2002,Águeda,1112.0,500.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Albergaria-a-Velha,251.0,187.0,,,,,,232.0,0.0,,,,,
2001 / 2002,Anadia,379.0,133.0,,,,,,171.0,0.0,,,,,
2001 / 2002,Aveiro,2078.0,711.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Estarreja,583.0,304.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Ílhavo,578.0,229.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Murtosa,,,,,,,,,,,,,,
2001 / 2002,Oliveira do Bairro,250.0,70.0,,,,,,328.0,107.0,,,,,
2001 / 2002,Ovar,1120.0,244.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Sever do Vouga,299.0,76.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vagos,209.0,46.0,,126.0,,,,364.0,89.0,,0.0,,,
2001 / 2002,Região de Coimbra,10252.0,2643.0,,,,,,1237.0,68.0,,,,,
2001 / 2002,Arganil,348.0,52.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Cantanhede,813.0,214.0,,,,,,137.0,30.0,,,,,
2001 / 2002,Coimbra,4109.0,1203.0,,,,,,980.0,9.0,,,,,
2001 / 2002,Condeixa-a-Nova,216.0,25.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Figueira da Foz,1533.0,506.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Góis,,,,,,,,,,,,,,
2001 / 2002,Lousã,371.0,63.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Mealhada,361.0,75.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Mira,239.0,73.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Miranda do Corvo,209.0,,,,,,,0.0,,,,,,
2001 / 2002,Montemor-o-Velho,388.0,47.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Mortágua,275.0,48.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Oliveira do Hospital,508.0,75.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Pampilhosa da Serra,65.0,,,,,,,0.0,,,,,,
2001 / 2002,Penacova,196.0,83.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Penela,6.0,,,,,,,0.0,,,,,,
2001 / 2002,Soure,272.0,86.0,,,,,,120.0,29.0,,,,,
2001 / 2002,Tábua,260.0,31.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Nova de Poiares,83.0,62.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Região de Leiria,5536.0,1404.0,,118.0,,,,1090.0,395.0,,1409.0,,,
2001 / 2002,Alvaiázere,99.0,,,,,,,0.0,,,,,,
2001 / 2002,Ansião,216.0,,,,,,,0.0,,,,,,
2001 / 2002,Batalha,259.0,61.0,,118.0,,,,0.0,0.0,,0.0,,,
2001 / 2002,Castanheira de Pêra,,,,,,,,,,,,,,
2001 / 2002,Figueiró dos Vinhos,181.0,81.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Leiria,2528.0,494.0,,,,,,295.0,89.0,,,,,
2001 / 2002,Marinha Grande,1012.0,389.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Pedrógão Grande,7.0,,,,,,,0.0,,,,,,
2001 / 2002,Pombal,857.0,339.0,,,,,,614.0,253.0,,,,,
2001 / 2002,Porto de Mós,377.0,40.0,,,,,,181.0,53.0,,,,,
2001 / 2002,Viseu Dão Lafões,6546.0,1418.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Aguiar da Beira,59.0,50.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Carregal do Sal,223.0,17.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Castro Daire,370.0,97.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Mangualde,449.0,147.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Nelas,270.0,45.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Oliveira de Frades,228.0,45.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Penalva do Castelo,170.0,38.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Santa Comba Dão,307.0,50.0,,,,,,0.0,0.0,,,,,
2001 / 2002,São Pedro do Sul,365.0,,,,,,,0.0,,,,,,
2001 / 2002,Sátão,370.0,10.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Tondela,538.0,202.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila Nova de Paiva,146.0,15.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Viseu,2843.0,669.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vouzela,208.0,33.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Beira Baixa,2052.0,469.0,,,,,,93.0,0.0,,,,,
2001 / 2002,Castelo Branco,1497.0,417.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Idanha-a-Nova,174.0,32.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Oleiros,71.0,,,,,,,0.0,,,,,,
2001 / 2002,Penamacor,125.0,,,,,,,0.0,,,,,,
2001 / 2002,Proença-a-Nova,185.0,20.0,,,,,,93.0,0.0,,,,,
2001 / 2002,Vila Velha de Ródão,,,,,,,,,,,,,,
2001 / 2002,Médio Tejo,5340.0,1461.0,,162.0,,,,957.0,342.0,,1059.0,,,
2001 / 2002,Abrantes,940.0,286.0,,162.0,,,,0.0,0.0,,0.0,,,
2001 / 2002,Alcanena,294.0,131.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Constância,37.0,,,,,,,0.0,,,,,,
2001 / 2002,Entroncamento,527.0,13.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Ferreira do Zêzere,164.0,,,,,,,0.0,,,,,,
2001 / 2002,Mação,90.0,44.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Ourém,573.0,189.0,,,,,,892.0,297.0,,,,,
2001 / 2002,Sardoal,148.0,,,,,,,0.0,,,,,,
2001 / 2002,Sertã,323.0,110.0,,,,,,65.0,45.0,,,,,
2001 / 2002,Tomar,946.0,401.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Torres Novas,1173.0,287.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Vila de Rei,,,,,,,,,,,,,,
2001 / 2002,Vila Nova da Barquinha,125.0,,,,,,,0.0,,,,,,
2001 / 2002,Beiras e Serra da Estrela,6376.0,1204.0,,73.0,,,,408.0,0.0,,992.0,,,
2001 / 2002,Almeida,285.0,,,,,,,0.0,,,,,,
2001 / 2002,Belmonte,189.0,,,73.0,,,,0.0,,,0.0,,,
2001 / 2002,Celorico da Beira,149.0,,,,,,,0.0,,,,,,
2001 / 2002,Covilhã,1496.0,346.0,,,,,,212.0,0.0,,,,,
2001 / 2002,Figueira de Castelo Rodrigo,196.0,,,,,,,0.0,,,,,,
2001 / 2002,Fornos de Algodres,146.0,52.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Fundão,536.0,197.0,,,,,,61.0,0.0,,,,,
2001 / 2002,Gouveia,317.0,105.0,,,,,,0.0,0.0,,,,,
2001 / 2002,Guarda,1441.0,234.0,,,,,,4.0,0.0,,,,,
